930	04.22
940	04.05
950	04.10
960	04.57
970	04.61
980	04.66
990	04.64
1000	04.80
1010	04.80
1020	04.80
1030	04.89
1040	04.82
1050	05.07
1060	05.02
1070	04.66
1080	05.17
1090	05.17
1100	05.27
1110	05.16
1120	05.18
1130	05.36
1140	05.05
1150	05.07
1160	05.05
1170	05.56
1180	05.53
1190	05.89
1200	05.62
0	00.01
10	00.05
20	00.10
30	00.24
40	00.27
50	00.31
60	00.35
70	00.39
80	00.48
90	00.52
100	00.66
110	00.67
120	00.71
130	00.74
140	00.86
150	00.81
160	00.82
170	00.94
180	00.95
190	00.94
200	00.90
210	01.02
220	01.06
230	01.06
240	01.20
250	01.26
260	01.31
270	01.33
280	01.43
290	01.42
300	01.50
310	01.51
320	01.52
330	01.47
340	01.48
350	01.63
360	01.70
370	01.63
380	01.75
390	01.84
400	01.92
410	01.99
420	01.95
430	01.89
440	01.97
450	02.18
460	02.15
470	02.05
480	02.29
490	02.40
500	02.27
510	02.30
520	02.43
530	02.52
540	02.53
550	02.46
560	02.66
570	02.66
580	02.47
590	02.67
600	03.01
610	02.79
620	02.85
630	03.08
640	02.98
650	03.22
660	03.10
670	03.02
680	03.14
690	03.01
700	03.16
710	03.13
720	03.19
730	03.43
740	03.33
750	03.17
760	03.48
770	03.41
780	03.55
790	03.49
800	03.36
810	03.50
820	03.54
830	03.54
840	04.02
850	03.77
860	03.96
870	04.37
880	03.89
890	03.97
900	04.28
910	04.32
920	04.26
930	04.64
940	04.49
950	04.37
960	04.42
970	04.55
980	04.55
990	04.76
1000	04.87
1010	04.79
1020	04.53
1030	04.82
1040	04.96
1050	04.97
1060	04.84
1070	04.98
1080	04.97
1090	04.83
1100	05.02
1110	05.27
1120	05.23
1130	05.35
1140	05.24
1150	05.15
1160	05.24
1170	05.32
1180	05.39
1190	05.97
1200	05.77
0	00.01
10	00.06
20	00.11
30	00.22
40	00.28
50	00.31
60	00.38
70	00.41
80	00.52
90	00.54
100	00.56
110	00.63
120	00.68
130	00.72
140	00.88
150	00.88
160	00.85
170	00.88
180	00.91
190	01.02
200	00.92
210	00.97
220	01.04
230	01.14
240	01.15
250	01.23
260	01.24
270	01.34
280	01.38
290	01.37
300	01.42
310	01.54
320	01.55
330	01.60
340	01.57
350	01.54
360	01.70
370	01.66
380	01.67
390	01.78
400	01.96
410	02.02
420	01.94
430	02.03
440	02.11
450	02.06
460	02.08
470	02.04
480	02.24
490	02.24
500	02.22
510	02.57
520	02.45
530	02.40
540	02.58
550	02.55
560	02.42
570	02.51
580	02.85
590	02.66
600	02.72
610	03.00
620	02.77
630	02.88
640	03.19
650	02.94
660	02.86
670	02.98
680	03.11
690	03.19
700	02.95
710	03.28
720	03.26
730	03.34
740	03.23
750	03.60
760	03.51
770	03.48
780	03.46
790	03.31
800	03.39
810	03.72
820	03.52
830	03.89
840	03.77
850	03.72
860	03.82
870	03.94
880	04.13
890	04.05
900	04.35
910	04.35
920	04.22
930	04.17
940	04.37
950	04.22
960	04.53
970	04.63
980	04.51
990	04.57
1000	04.69
1010	04.55
1020	04.59
1030	04.62
1040	04.82
1050	04.66
1060	04.93
1070	04.92
1080	05.15
1090	05.19
1100	05.35
1110	05.06
1120	05.54
1130	05.20
1140	05.53
1150	05.48
1160	05.59
1170	05.53
1180	05.26
1190	05.83
1200	06.00
0	00.01
10	00.06
20	00.11
30	00.21
40	00.26
50	00.32
60	00.35
70	00.44
80	00.50
90	00.53
100	00.58
110	00.61
120	00.78
130	00.76
140	01.02
150	00.89
160	00.91
170	01.01
180	00.89
190	01.02
200	01.01
210	01.03
220	01.17
230	01.16
240	01.15
250	01.15
260	01.26
270	01.39
280	01.48
290	01.35
300	01.33
310	01.46
320	01.60
330	01.47
340	01.55
350	01.67
360	01.69
370	01.75
380	01.81
390	01.98
400	01.86
410	01.86
420	01.98
430	01.95
440	01.96
450	02.10
460	02.25
470	02.17
480	02.19
490	02.39
500	02.34
510	02.48
520	02.52
530	02.40
540	02.56
550	02.35
560	02.45
570	02.66
580	02.93
590	02.62
600	02.81
610	02.98
620	02.76
630	02.73
640	02.90
650	03.17
660	03.06
670	03.14
680	03.40
690	03.21
700	03.18
710	03.32
720	03.32
730	03.36
740	03.16
750	03.26
760	03.24
770	03.32
780	03.31
790	03.53
800	03.49
810	03.60
820	03.62
830	03.61
840	03.65
850	03.67
860	03.87
870	04.04
880	03.89
890	03.96
900	03.86
910	04.08
920	04.06
930	04.25
940	04.24
950	04.15
960	04.10
970	04.51
980	04.42
990	04.50
1000	04.79
1010	04.68
1020	04.78
1030	04.69
1040	04.92
1050	04.76
1060	04.99
1070	04.92
1080	04.97
1090	05.11
1100	05.48
1110	04.94
1120	05.25
1130	05.22
1140	05.16
1150	05.32
1160	05.22
1170	05.28
1180	05.26
1190	05.63
1200	05.75
0	00.01
10	00.06
20	00.10
30	00.22
40	00.28
50	00.37
60	00.36
70	00.49
80	00.51
90	00.54
100	00.57
110	00.74
120	00.67
130	00.83
140	00.84
150	00.84
160	00.85
170	00.90
180	00.93
190	00.91
200	01.04
210	01.00
220	01.09
230	01.15
240	01.25
250	01.19
260	01.24
270	01.38
280	01.46
290	01.34
300	01.39
310	01.51
320	01.63
330	01.61
340	01.59
350	01.64
360	01.65
370	01.78
380	01.70
390	01.89
400	01.82
410	01.95
420	01.99
430	01.98
440	02.03
450	01.93
460	01.95
470	02.27
480	02.25
490	02.29
500	02.26
510	02.52
520	02.69
530	02.35
540	02.67
550	02.59
560	02.54
570	02.53
580	02.82
590	02.62
600	02.75
610	02.97
620	02.81
630	03.00
640	02.83
650	03.02
660	02.93
670	03.04
680	02.94
690	03.22
700	03.14
710	03.49
720	03.34
730	03.36
740	03.10
750	03.27
760	03.48
770	03.43
780	03.36
790	03.23
800	03.32
810	03.41
820	03.69
830	03.47
840	03.64
850	03.73
860	03.60
870	03.82
880	03.83
890	03.88
900	04.26
910	04.12
920	04.44
930	04.46
940	04.35
950	04.21
960	04.25
970	04.38
980	04.28
990	04.92
1000	04.62
1010	04.79
1020	04.84
1030	04.61
1040	04.72
1050	04.98
1060	05.01
1070	05.23
1080	05.02
1090	05.35
1100	05.23
1110	05.21
1120	05.32
1130	05.17
1140	05.40
1150	05.17
1160	05.44
1170	05.34
1180	05.33
1190	05.56
1200	05.73
0	00.01
10	00.07
20	00.10
30	00.21
40	00.25
50	00.28
60	00.34
70	00.43
80	00.50
90	00.50
100	00.57
110	00.62
120	00.65
130	00.78
140	00.90
150	00.87
160	00.85
170	00.99
180	01.00
190	00.90
200	00.97
210	00.99
220	01.10
230	01.27
240	01.17
250	01.24
260	01.32
270	01.39
280	01.42
290	01.30
300	01.30
310	01.65
320	01.53
330	01.43
340	01.47
350	01.66
360	01.69
370	01.73
380	01.67
390	01.77
400	01.91
410	01.81
420	01.99
430	01.94
440	02.14
450	02.08
460	02.22
470	02.17
480	02.15
490	02.27
500	02.26
510	02.29
520	02.34
530	02.22
540	02.42
550	02.43
560	02.67
570	02.56
580	02.61
590	02.75
600	02.90
610	02.68
620	02.92
630	02.77
640	02.85
650	03.14
660	03.07
670	03.05
680	03.04
690	02.91
700	02.93
710	03.13
720	03.01
730	03.18
740	03.12
750	03.34
760	03.46
770	03.25
780	03.39
790	03.41
800	03.64
810	03.55
820	03.90
830	03.73
840	03.56
850	04.05
860	03.89
870	03.89
880	04.03
890	04.01
900	04.20
910	04.22
920	04.17
930	04.35
940	04.33
950	04.41
960	04.35
970	04.53
980	04.36
990	04.58
1000	04.48
1010	04.96
1020	05.15
1030	04.95
1040	05.43
1050	04.80
1060	04.96
1070	05.05
1080	05.02
1090	05.19
1100	05.22
1110	05.37
1120	05.32
1130	05.13
1140	05.30
1150	05.59
1160	05.45
1170	05.40
1180	05.41
1190	06.18
1200	05.67
0	00.01
10	00.08
20	00.19
30	00.33
40	00.28
50	00.33
60	00.38
70	00.48
80	00.47
90	00.55
100	00.61
110	00.66
120	00.75
130	00.83
140	00.86
150	00.81
160	00.84
170	00.89
180	00.90
190	00.94
200	00.97
210	00.99
220	01.16
230	01.12
240	01.18
250	01.28
260	01.31
270	01.34
280	01.29
290	01.31
300	01.48
310	01.42
320	01.61
330	01.59
340	01.63
350	01.74
360	01.66
370	01.59
380	01.87
390	02.03
400	01.91
410	01.84
420	01.87
430	01.90
440	02.05
450	02.20
460	02.18
470	02.05
480	02.14
490	02.20
500	02.28
510	02.43
520	02.38
530	02.35
540	02.40
550	02.35
560	02.40
570	02.50
580	02.67
590	02.71
600	02.68
610	02.74
620	02.85
630	02.97
640	02.93
650	03.12
660	02.90
670	02.99
680	03.17
690	03.10
700	03.22
710	03.26
720	03.39
730	03.19
740	03.14
750	03.13
760	03.42
770	03.41
780	03.53
790	03.32
800	03.42
810	03.57
820	03.56
830	03.57
840	03.85
850	03.63
860	03.64
870	03.81
880	03.95
890	04.24
900	04.25
910	04.04
920	03.95
930	04.58
940	04.18
950	04.33
960	04.38
970	04.54
980	04.62
990	04.62
1000	04.80
1010	04.60
1020	04.83
1030	04.90
1040	05.11
1050	05.03
1060	05.19
1070	04.95
1080	04.89
1090	04.85
1100	04.85
1110	05.02
1120	05.10
1130	05.12
1140	05.30
1150	05.50
1160	05.49
1170	05.45
1180	05.38
1190	05.63
1200	05.71
0	00.01
10	00.05
20	00.11
30	00.22
40	00.24
50	00.30
60	00.35
70	00.41
80	00.54
90	00.52
100	00.64
110	00.60
120	00.70
130	00.74
140	00.77
150	00.83
160	00.80
170	00.86
180	00.86
190	00.89
200	00.89
210	01.00
220	01.03
230	01.15
240	01.28
250	01.20
